City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
199,Neiafu,TO,2022-09-28 22:01:51,-18.65,-173.9833,75.22,74,94,22.5
200,Kaka,TM,2022-09-28 22:01:55,37.3482,59.6143,67.84,28,0,6.24
201,Ruwi,OM,2022-09-28 22:01:57,23.5996,58.5507,82.38,72,1,4.45
202,Pryluky,UA,2022-09-28 21:58:37,50.5932,32.3876,54.59,92,92,5.84
203,Glendive,US,2022-09-28 22:01:45,47.1053,-104.7125,89.49,22,0,9.22
204,Faya,SA,2022-09-28 22:02:04,18.3851,42.4509,64.2,21,4,4.97
205,Saint-Philippe,RE,2022-09-28 22:02:10,-21.3585,55.7679,69.39,68,80,11.03
206,Itarema,BR,2022-09-28 22:02:12,-2.9248,-39.9167,78.06,81,46,16.33
207,Bandarbeyla,SO,2022-09-28 22:02:15,9.4942,50.8122,77.11,87,64,21.5
208,Viedma,AR,2022-09-28 22:02:18,-40.8135,-62.9967,62.01,36,0,8.93
209,Tiksi,RU,2022-09-28 22:02:21,71.6872,128.8694,25.54,84,100,3.42
210,Amlagora,IN,2022-09-28 22:02:23,22.8333,87.3333,78.82,88,91,1.36
211,Taoudenni,ML,2022-09-28 22:02:27,22.6783,-3.9836,99.3,16,6,11.68
212,Saravan,AM,2022-09-28 22:02:31,39.7196,45.6483,59.5,26,0,5.46
213,Grindavik,IS,2022-09-28 22:02:35,63.8424,-22.4338,46.87,87,75,9.22
214,Fort Smith,US,2022-09-28 22:02:38,35.3859,-94.3986,89.65,25,0,10.36
215,Acajutla,SV,2022-09-28 22:02:40,13.5928,-89.8275,81.61,80,96,4.9
216,Talnakh,RU,2022-09-28 22:02:43,69.4865,88.3972,20.07,79,95,2.13
217,Marihatag,PH,2022-09-28 22:02:47,8.7936,126.2969,76.24,89,100,3.6
218,Ancud,CL,2022-09-28 22:02:51,-41.8697,-73.8203,53.1,79,0,2.13
219,Asau,RO,2022-09-28 22:02:54,46.4333,26.4,56.32,83,28,4.41
220,Gimli,CA,2022-09-28 21:59:03,50.6336,-96.9907,59.02,55,54,20.71
221,Beloha,MG,2022-09-28 22:03:05,-25.1667,45.05,66.97,64,0,18.12
222,Dashitou,CN,2022-09-28 22:03:09,43.3067,128.5114,51.87,88,3,3.04
223,Grand Gaube,MU,2022-09-28 22:03:11,-20.0064,57.6608,69.39,59,56,1.01
224,Aswan,EG,2022-09-28 22:00:09,24.0934,32.907,90.72,17,0,3.96
225,West Lake Stevens,US,2022-09-28 22:03:17,47.9934,-122.1018,66.74,78,40,8.05
226,Bud,US,2022-09-28 22:03:22,39.447,-86.1758,62.55,58,26,11.05
227,Birao,CF,2022-09-28 22:03:25,10.2849,22.7882,71.44,86,51,4.45
228,Vologda,RU,2022-09-28 22:03:28,59.2187,39.8886,35.35,95,100,14.07
229,Red Bluff,US,2022-09-28 22:03:30,40.1785,-122.2358,86.68,26,0,9.22
230,Mount Gambier,AU,2022-09-28 22:03:33,-37.8333,140.7667,52.83,79,100,4.74
231,Dongning,CN,2022-09-28 22:04:36,44.0622,131.1207,54.34,80,2,1.5
232,Sao Felix Do Xingu,BR,2022-09-28 22:00:48,-6.6447,-51.995,84.22,40,47,1.68
233,Nishihara,JP,2022-09-28 22:04:41,26.1842,127.7558,78.08,83,75,8.05
234,Smolenka,RU,2022-09-28 22:04:44,52.1352,113.4974,39.27,81,20,6.71
235,Esperance,AU,2022-09-28 22:03:55,-33.8667,121.9,51.24,87,80,9.51
236,Tucurui,BR,2022-09-28 22:04:53,-3.7661,-49.6725,85.98,44,89,2.89
237,Mandalgovi,MN,2022-09-28 22:04:56,45.7625,106.2708,48.6,54,30,6.44
238,Krasnoselkup,RU,2022-09-28 22:05:00,65.7,82.4667,24.17,79,7,9.93
239,Arraial Do Cabo,BR,2022-09-28 22:05:02,-22.9661,-42.0278,68.81,95,100,13.11
240,Poum,NC,2022-09-28 22:04:00,-20.2333,164.0167,78.17,79,100,19.1
241,Manokwari,ID,2022-09-28 22:05:12,-0.8667,134.0833,79.63,74,100,3.27
242,Palana,RU,2022-09-28 22:05:16,59.1167,159.9667,42.6,74,100,7.38
243,La Rioja,ES,2022-09-28 22:05:22,42.25,-2.5,51.58,89,100,2.73
244,Nabire,ID,2022-09-28 22:05:25,-3.3667,135.4833,74.88,93,100,3.49
245,Bilma,NE,2022-09-28 22:05:29,18.6853,12.9164,89.94,14,35,4.05
246,Inta,RU,2022-09-28 22:05:32,66.0317,60.1659,27.52,71,11,5.73
247,Pemangkat,ID,2022-09-28 22:05:34,1.1667,108.9667,79.02,87,100,5.61
248,Medicine Hat,CA,2022-09-28 22:03:23,50.0501,-110.6683,93.22,18,98,11.32
249,Vila Velha,BR,2022-09-28 22:05:45,-20.3297,-40.2925,75.15,91,75,8.05
250,Buraydah,SA,2022-09-28 22:05:48,26.326,43.975,79.32,16,1,6.06
251,Hecun,CN,2022-09-28 22:05:51,36.5333,114.1111,68.09,40,0,4.94
252,Cartagena Del Chaira,CO,2022-09-28 22:05:54,1.3349,-74.8429,79.66,74,95,1.23
253,Gamba,GA,2022-09-28 22:05:57,-2.65,10.0,74.12,85,14,2.98
254,North Platte,US,2022-09-28 22:06:00,41.1239,-100.7654,78.69,34,0,15.01
255,Henties Bay,NA,2022-09-28 22:06:02,-22.116,14.2845,55.31,90,0,1.95
256,Siva,EG,2022-09-28 22:06:05,29.2041,25.5195,87.66,29,0,7.78
257,Jeremie,HT,2022-09-28 22:06:08,18.65,-74.1167,82.89,78,80,4.03
258,Port Hardy,CA,2022-09-28 22:06:11,50.6996,-127.4199,59.25,84,96,1.28
259,Codrington,AU,2022-09-28 22:06:14,-38.2667,141.9667,53.78,82,100,6.71
260,Airai,TL,2022-09-28 22:06:16,-8.9266,125.4092,62.13,85,58,2.21
261,Valparaiso,CL,2022-09-28 22:06:18,-33.0393,-71.6273,60.01,88,100,8.05
262,Maniitsoq,GL,2022-09-28 22:06:20,65.4167,-52.9,42.22,83,100,9.15
263,Maxixe,MZ,2022-09-28 22:06:23,-23.8597,35.3472,71.38,70,51,8.21
264,Matangad,PH,2022-09-28 22:06:25,8.5769,124.37,74.77,82,99,4.07
265,Sergeyevka,KZ,2022-09-28 22:06:28,53.88,67.4158,25.56,90,10,5.7
266,Sao Filipe,CV,2022-09-28 22:06:31,14.8961,-24.4956,80.69,82,67,6.38
267,Beidao,CN,2022-09-28 22:06:33,34.5686,105.8933,55.98,91,0,4.27
268,Dosso,NE,2022-09-28 22:06:36,13.049,3.1937,80.38,63,87,8.86
269,Ende,ID,2022-09-28 22:06:38,-8.8432,121.6623,77.81,86,70,1.61
270,Kholtoson,RU,2022-09-28 22:06:41,50.2981,103.3097,36.03,93,94,1.5
271,Lazaro Cardenas,MX,2022-09-28 22:06:43,17.9583,-102.2,84.09,74,15,7.83
272,Kinshasa,CD,2022-09-28 22:02:28,-4.3246,15.3215,75.61,76,41,0.22
273,Egvekinot,RU,2022-09-28 22:06:49,66.3167,-179.1667,26.29,77,100,12.26
274,Paveh,IR,2022-09-28 22:06:52,35.0434,46.3565,62.11,23,0,3.71
275,Paracatu,BR,2022-09-28 22:03:31,-17.2222,-46.8747,80.94,43,87,4.5
276,Barreirinhas,BR,2022-09-28 22:07:59,-2.7469,-42.8264,79.0,79,62,10.0
277,Kolokani,ML,2022-09-28 22:08:02,13.5728,-8.0339,79.59,69,57,7.67
278,La Ronge,CA,2022-09-28 22:08:05,55.1001,-105.2842,69.64,40,47,3.15
279,Labuhan,ID,2022-09-28 22:08:11,-6.8844,112.2051,76.98,82,88,7.02
280,Fort Nelson,CA,2022-09-28 22:08:13,58.8053,-122.7002,62.24,45,95,8.12
281,Bolpur,IN,2022-09-28 22:08:17,23.6667,87.7167,78.31,88,93,2.48
282,Omboue,GA,2022-09-28 22:08:24,-1.5746,9.2618,74.64,87,39,5.03
283,Okakarara,NA,2022-09-28 22:08:27,-20.5833,17.4333,69.46,22,23,5.17
284,Palu,ID,2022-09-28 22:08:30,-0.8917,119.8707,75.24,90,95,3.36
285,Ostrovnoy,RU,2022-09-28 22:08:33,68.0531,39.5131,37.24,87,51,8.46
286,Mount Isa,AU,2022-09-28 22:08:37,-20.7333,139.5,58.77,100,0,5.75
287,Marzuq,YE,2022-09-28 22:08:39,14.4,46.4667,77.02,32,14,2.77
288,Ilhabela,BR,2022-09-28 22:06:30,-23.7781,-45.3581,66.25,96,100,10.42
289,Semirom,IR,2022-09-28 22:08:44,31.4167,51.5667,55.45,18,0,2.39
290,Zadar,HR,2022-09-28 22:08:47,44.1197,15.2422,68.61,83,40,14.97
291,Springbok,ZA,2022-09-28 22:08:50,-29.6643,17.8865,61.25,32,90,1.74
292,Mahon,ES,2022-09-28 22:08:53,39.8885,4.2658,72.16,64,20,10.36
293,Jalu,LY,2022-09-28 22:08:57,29.0331,21.5482,88.0,21,0,7.49
294,Longyearbyen,SJ,2022-09-28 22:09:00,78.2186,15.6401,35.44,93,75,4.61
